file,encoder,threads,seconds,bytes,audio_bytes,raw_bytes
wave-triangle-200,vinyl decode -j1,1,0.012003416,239199,239157,1000000
wave-triangle-200,vinyl decode -j2,2,0.008041,239199,239157,1000000
wave-triangle-200,vinyl decode -j4,4,0.006372542,239199,239157,1000000
wave-triangle-200,vinyl decode -j8,8,0.005859666,239199,239157,1000000
wave-triangle-200,flac decode -j1,1,0.007249625,239199,239157,1000000
wave-triangle-200,flac -0 -j1,1,0.007095208,301192,292870,1000000
wave-triangle-200,flac -5 -j1,1,0.008146625,297604,289282,1000000
wave-triangle-200,flac -8 -j1,1,0.010778,236446,228124,1000000
wave-triangle-200,flac -8 -j2,2,0.007641541,236446,228124,1000000
wave-triangle-200,flac -8 -j4,4,0.0058585,236446,228124,1000000
wave-triangle-200,flac -8 -j8,8,0.005271666,236446,228124,1000000
