unit,suite,category,encoder,threads,seconds,bytes,audio_bytes,raw_bytes,channels,sample_rate
sqam/43,sqam,single-instrument,flac -8 -j4,4,0.053544584,7018735,7010287,15523200,2,44100
sqam/43,sqam,single-instrument,flac -8 -j8,8,0.032834167,7018735,7010287,15523200,2,44100
sqam/43,sqam,single-instrument,flac -5 -j1,1,0.0942165,7070980,7062532,15523200,2,44100
sqam/44,sqam,vocal,vinyl -j1,1,0.105939,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,vinyl -j2,2,0.0553685,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,vinyl -j4,4,0.030313916,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,vinyl -j8,8,0.019030458,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,vinyl decode -j1,1,0.075080417,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,vinyl decode -j2,2,0.040308916,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,vinyl decode -j4,4,0.023784334,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,vinyl decode -j8,8,0.016397792,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,flac decode -j1,1,0.02211475,1780510,1780468,4939200,2,44100
sqam/44,sqam,vocal,flac -8 -j1,1,0.066514667,1623201,1614861,4939200,2,44100
sqam/44,sqam,vocal,flac -8 -j2,2,0.036225625,1623201,1614861,4939200,2,44100
sqam/44,sqam,vocal,flac -8 -j4,4,0.0210305,1623201,1614861,4939200,2,44100
sqam/44,sqam,vocal,flac -8 -j8,8,0.013800375,1623201,1614861,4939200,2,44100
sqam/44,sqam,vocal,flac -5 -j1,1,0.033414792,1657855,1649515,4939200,2,44100
sqam/45,sqam,vocal,vinyl -j1,1,0.108107042,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,vinyl -j2,2,0.056594875,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,vinyl -j4,4,0.031271125,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,vinyl -j8,8,0.01901925,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,vinyl decode -j1,1,0.07740825,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,vinyl decode -j2,2,0.041756625,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,vinyl decode -j4,4,0.024113459,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,vinyl decode -j8,8,0.016305542,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,flac decode -j1,1,0.023030917,1839067,1839025,5292000,2,44100
sqam/45,sqam,vocal,flac -8 -j1,1,0.0671295,1699620,1691280,5292000,2,44100
sqam/45,sqam,vocal,flac -8 -j2,2,0.036528042,1699620,1691280,5292000,2,44100
sqam/45,sqam,vocal,flac -8 -j4,4,0.021205625,1699620,1691280,5292000,2,44100
sqam/45,sqam,vocal,flac -8 -j8,8,0.014380708,1699620,1691280,5292000,2,44100
sqam/45,sqam,vocal,flac -5 -j1,1,0.034334417,1739836,1731496,5292000,2,44100
sqam/46,sqam,vocal,vinyl -j1,1,0.107313709,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,vinyl -j2,2,0.056059292,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,vinyl -j4,4,0.0307495,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,vinyl -j8,8,0.019240875,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,vinyl decode -j1,1,0.077216125,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,vinyl decode -j2,2,0.041179791,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,vinyl decode -j4,4,0.024247833,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,vinyl decode -j8,8,0.016445417,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,flac decode -j1,1,0.022311083,1748118,1748076,5115600,2,44100
sqam/46,sqam,vocal,flac -8 -j1,1,0.065441834,1611801,1603461,5115600,2,44100
sqam/46,sqam,vocal,flac -8 -j2,2,0.035445458,1611801,1603461,5115600,2,44100
sqam/46,sqam,vocal,flac -8 -j4,4,0.020648167,1611801,1603461,5115600,2,44100
sqam/46,sqam,vocal,flac -8 -j8,8,0.014052458,1611801,1603461,5115600,2,44100
sqam/46,sqam,vocal,flac -5 -j1,1,0.033607792,1645268,1636928,5115600,2,44100
sqam/47,sqam,vocal,vinyl -j1,1,0.108679625,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,vinyl -j2,2,0.05712625,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,vinyl -j4,4,0.031313125,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,vinyl -j8,8,0.019322542,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,vinyl decode -j1,1,0.078831959,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,vinyl decode -j2,2,0.042451583,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,vinyl decode -j4,4,0.025037875,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,vinyl decode -j8,8,0.016898875,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,flac decode -j1,1,0.023197958,1779889,1779847,5292000,2,44100
sqam/47,sqam,vocal,flac -8 -j1,1,0.066152375,1649050,1640710,5292000,2,44100
sqam/47,sqam,vocal,flac -8 -j2,2,0.036145625,1649050,1640710,5292000,2,44100
sqam/47,sqam,vocal,flac -8 -j4,4,0.020685125,1649050,1640710,5292000,2,44100
sqam/47,sqam,vocal,flac -8 -j8,8,0.01437125,1649050,1640710,5292000,2,44100
sqam/47,sqam,vocal,flac -5 -j1,1,0.034316875,1672570,1664230,5292000,2,44100
sqam/48,sqam,vocal,vinyl -j1,1,0.102214209,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,vinyl -j2,2,0.053690375,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,vinyl -j4,4,0.0297995,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,vinyl -j8,8,0.018796625,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,vinyl decode -j1,1,0.071405,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,vinyl decode -j2,2,0.038190125,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,vinyl decode -j4,4,0.022602417,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,vinyl decode -j8,8,0.015688167,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,flac decode -j1,1,0.022091334,1904870,1904828,4939200,2,44100
sqam/48,sqam,vocal,flac -8 -j1,1,0.064515625,1799960,1791620,4939200,2,44100
sqam/48,sqam,vocal,flac -8 -j2,2,0.034795667,1799960,1791620,4939200,2,44100
sqam/48,sqam,vocal,flac -8 -j4,4,0.0209275,1799960,1791620,4939200,2,44100
sqam/48,sqam,vocal,flac -8 -j8,8,0.014163125,1799960,1791620,4939200,2,44100
sqam/48,sqam,vocal,flac -5 -j1,1,0.032746291,1819762,1811422,4939200,2,44100
sqam/49,sqam,speech,vinyl -j1,1,0.078468417,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,vinyl -j2,2,0.041678375,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,vinyl -j4,4,0.023793083,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,vinyl -j8,8,0.015060625,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,vinyl decode -j1,1,0.055680959,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,vinyl decode -j2,2,0.031091375,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,vinyl decode -j4,4,0.0188875,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,vinyl decode -j8,8,0.01331875,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,flac decode -j1,1,0.0166915,1197183,1197141,4057200,2,44100
sqam/49,sqam,speech,flac -8 -j1,1,0.052308334,1143061,1134721,4057200,2,44100
sqam/49,sqam,speech,flac -8 -j2,2,0.028786083,1143061,1134721,4057200,2,44100
sqam/49,sqam,speech,flac -8 -j4,4,0.017023292,1143061,1134721,4057200,2,44100
sqam/49,sqam,speech,flac -8 -j8,8,0.011619208,1143061,1134721,4057200,2,44100
sqam/49,sqam,speech,flac -5 -j1,1,0.027246959,1158007,1149667,4057200,2,44100
sqam/50,sqam,speech,vinyl -j1,1,0.076969791,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,vinyl -j2,2,0.040794208,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,vinyl -j4,4,0.02304725,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,vinyl -j8,8,0.014580375,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,vinyl decode -j1,1,0.053687625,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,vinyl decode -j2,2,0.030023041,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,vinyl decode -j4,4,0.018759375,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,vinyl decode -j8,8,0.01314275,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,flac decode -j1,1,0.017054459,1190463,1190421,3880800,2,44100
sqam/50,sqam,speech,flac -8 -j1,1,0.050182625,1137025,1128685,3880800,2,44100
sqam/50,sqam,speech,flac -8 -j2,2,0.028154333,1137025,1128685,3880800,2,44100
sqam/50,sqam,speech,flac -8 -j4,4,0.016310166,1137025,1128685,3880800,2,44100
sqam/50,sqam,speech,flac -8 -j8,8,0.011830166,1137025,1128685,3880800,2,44100
sqam/50,sqam,speech,flac -5 -j1,1,0.026177208,1152654,1144314,3880800,2,44100
sqam/51,sqam,speech,vinyl -j1,1,0.075356167,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,vinyl -j2,2,0.039965667,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,vinyl -j4,4,0.022372959,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,vinyl -j8,8,0.014634917,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,vinyl decode -j1,1,0.053377875,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,vinyl decode -j2,2,0.02943525,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,vinyl decode -j4,4,0.0180585,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,vinyl decode -j8,8,0.01304325,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,flac decode -j1,1,0.016998667,1506371,1506329,3704400,2,44100
sqam/51,sqam,speech,flac -8 -j1,1,0.0464685,1437273,1428933,3704400,2,44100
sqam/51,sqam,speech,flac -8 -j2,2,0.026017084,1437273,1428933,3704400,2,44100
sqam/51,sqam,speech,flac -8 -j4,4,0.015793083,1437273,1428933,3704400,2,44100
sqam/51,sqam,speech,flac -8 -j8,8,0.01109975,1437273,1428933,3704400,2,44100
sqam/51,sqam,speech,flac -5 -j1,1,0.025460292,1453647,1445307,3704400,2,44100
sqam/52,sqam,speech,vinyl -j1,1,0.086386792,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,vinyl -j2,2,0.045373334,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,vinyl -j4,4,0.025335166,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,vinyl -j8,8,0.016082542,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,vinyl decode -j1,1,0.061000625,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,vinyl decode -j2,2,0.033526625,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,vinyl decode -j4,4,0.019984375,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,vinyl decode -j8,8,0.014444834,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,flac decode -j1,1,0.0186615,1546406,1546364,4233600,2,44100
sqam/52,sqam,speech,flac -8 -j1,1,0.054263166,1470876,1462536,4233600,2,44100
sqam/52,sqam,speech,flac -8 -j2,2,0.029539167,1470876,1462536,4233600,2,44100
sqam/52,sqam,speech,flac -8 -j4,4,0.01739625,1470876,1462536,4233600,2,44100
sqam/52,sqam,speech,flac -8 -j8,8,0.012807,1470876,1462536,4233600,2,44100
sqam/52,sqam,speech,flac -5 -j1,1,0.029190958,1489586,1481246,4233600,2,44100
sqam/53,sqam,speech,vinyl -j1,1,0.068943208,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,vinyl -j2,2,0.036923166,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,vinyl -j4,4,0.020954,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,vinyl -j8,8,0.01358675,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,vinyl decode -j1,1,0.048545417,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,vinyl decode -j2,2,0.027343917,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,vinyl decode -j4,4,0.016804708,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,vinyl decode -j8,8,0.012491333,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,flac decode -j1,1,0.015737584,1019590,1019548,3704400,2,44100
sqam/53,sqam,speech,flac -8 -j1,1,0.045339875,978011,969671,3704400,2,44100
sqam/53,sqam,speech,flac -8 -j2,2,0.025563583,978011,969671,3704400,2,44100
sqam/53,sqam,speech,flac -8 -j4,4,0.015469041,978011,969671,3704400,2,44100
sqam/53,sqam,speech,flac -8 -j8,8,0.011140375,978011,969671,3704400,2,44100
sqam/53,sqam,speech,flac -5 -j1,1,0.024528833,991073,982733,3704400,2,44100
sqam/54,sqam,speech,vinyl -j1,1,0.069682375,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,vinyl -j2,2,0.036752625,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,vinyl -j4,4,0.020902709,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,vinyl -j8,8,0.013694584,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,vinyl decode -j1,1,0.048131625,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,vinyl decode -j2,2,0.027211625,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,vinyl decode -j4,4,0.016759459,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,vinyl decode -j8,8,0.012389709,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,flac decode -j1,1,0.015468334,1001604,1001562,3704400,2,44100
sqam/54,sqam,speech,flac -8 -j1,1,0.046588209,961586,953246,3704400,2,44100
sqam/54,sqam,speech,flac -8 -j2,2,0.025456708,961586,953246,3704400,2,44100
sqam/54,sqam,speech,flac -8 -j4,4,0.015696166,961586,953246,3704400,2,44100
sqam/54,sqam,speech,flac -8 -j8,8,0.0107,961586,953246,3704400,2,44100
sqam/54,sqam,speech,flac -5 -j1,1,0.02468625,971292,962952,3704400,2,44100
sqam/55,sqam,solo-instrument,vinyl -j1,1,0.122095292,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,vinyl -j2,2,0.06319975,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,vinyl -j4,4,0.034456333,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,vinyl -j8,8,0.020950458,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,vinyl decode -j1,1,0.085727208,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,vinyl decode -j2,2,0.0457105,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,vinyl decode -j4,4,0.026378042,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,vinyl decode -j8,8,0.01764675,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,flac decode -j1,1,0.024133833,1882374,1882332,5644800,2,44100
sqam/55,sqam,solo-instrument,flac -8 -j1,1,0.07311075,1800602,1792244,5644800,2,44100
sqam/55,sqam,solo-instrument,flac -8 -j2,2,0.038452,1800602,1792244,5644800,2,44100
sqam/55,sqam,solo-instrument,flac -8 -j4,4,0.022173375,1800602,1792244,5644800,2,44100
sqam/55,sqam,solo-instrument,flac -8 -j8,8,0.014803667,1800602,1792244,5644800,2,44100
sqam/55,sqam,solo-instrument,flac -5 -j1,1,0.036993916,1806310,1797952,5644800,2,44100
sqam/56,sqam,solo-instrument,vinyl -j1,1,0.137440958,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,vinyl -j2,2,0.071116958,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,vinyl -j4,4,0.038549917,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,vinyl -j8,8,0.023109292,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,vinyl decode -j1,1,0.098445917,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,vinyl decode -j2,2,0.05266625,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,vinyl decode -j4,4,0.029581917,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,vinyl decode -j8,8,0.019403584,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,flac decode -j1,1,0.025103917,2905107,2905065,5997600,2,44100
sqam/56,sqam,solo-instrument,flac -8 -j1,1,0.078968042,2752407,2744049,5997600,2,44100
sqam/56,sqam,solo-instrument,flac -8 -j2,2,0.042131125,2752407,2744049,5997600,2,44100
sqam/56,sqam,solo-instrument,flac -8 -j4,4,0.023658625,2752407,2744049,5997600,2,44100
sqam/56,sqam,solo-instrument,flac -8 -j8,8,0.015689875,2752407,2744049,5997600,2,44100
sqam/56,sqam,solo-instrument,flac -5 -j1,1,0.039840709,2772136,2763778,5997600,2,44100
sqam/57,sqam,solo-instrument,vinyl -j1,1,0.073159417,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,vinyl -j2,2,0.038595583,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,vinyl -j4,4,0.021846375,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,vinyl -j8,8,0.013876375,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,vinyl decode -j1,1,0.051657916,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,vinyl decode -j2,2,0.028408875,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,vinyl decode -j4,4,0.017106916,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,vinyl decode -j8,8,0.012160417,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,flac decode -j1,1,0.015400167,1387365,1387323,3528000,2,44100
sqam/57,sqam,solo-instrument,flac -8 -j1,1,0.044228208,1279471,1271149,3528000,2,44100
sqam/57,sqam,solo-instrument,flac -8 -j2,2,0.024358792,1279471,1271149,3528000,2,44100
sqam/57,sqam,solo-instrument,flac -8 -j4,4,0.014474,1279471,1271149,3528000,2,44100
sqam/57,sqam,solo-instrument,flac -8 -j8,8,0.010259959,1279471,1271149,3528000,2,44100
sqam/57,sqam,solo-instrument,flac -5 -j1,1,0.023492625,1314820,1306498,3528000,2,44100
sqam/58,sqam,solo-instrument,vinyl -j1,1,0.054837083,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,vinyl -j2,2,0.029546125,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,vinyl -j4,4,0.016781,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,vinyl -j8,8,0.011266875,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,vinyl decode -j1,1,0.038766375,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,vinyl decode -j2,2,0.022131083,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,vinyl decode -j4,4,0.013919625,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,vinyl decode -j8,8,0.010120458,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,flac decode -j1,1,0.012913041,882472,882430,2822400,2,44100
sqam/58,sqam,solo-instrument,flac -8 -j1,1,0.034307291,835131,826809,2822400,2,44100
sqam/58,sqam,solo-instrument,flac -8 -j2,2,0.019459333,835131,826809,2822400,2,44100
sqam/58,sqam,solo-instrument,flac -8 -j4,4,0.011890833,835131,826809,2822400,2,44100
sqam/58,sqam,solo-instrument,flac -8 -j8,8,0.008958125,835131,826809,2822400,2,44100
sqam/58,sqam,solo-instrument,flac -5 -j1,1,0.018991292,846918,838596,2822400,2,44100
sqam/59,sqam,solo-instrument,vinyl -j1,1,0.109148333,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,vinyl -j2,2,0.057121167,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,vinyl -j4,4,0.031168708,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,vinyl -j8,8,0.019133125,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,vinyl decode -j1,1,0.07875,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,vinyl decode -j2,2,0.04213025,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,vinyl decode -j4,4,0.024138459,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,vinyl decode -j8,8,0.016213625,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,flac decode -j1,1,0.021964166,2001679,2001637,5115600,2,44100
sqam/59,sqam,solo-instrument,flac -8 -j1,1,0.065884833,1902044,1893704,5115600,2,44100
sqam/59,sqam,solo-instrument,flac -8 -j2,2,0.035245125,1902044,1893704,5115600,2,44100
sqam/59,sqam,solo-instrument,flac -8 -j4,4,0.020046584,1902044,1893704,5115600,2,44100
sqam/59,sqam,solo-instrument,flac -8 -j8,8,0.013531458,1902044,1893704,5115600,2,44100
sqam/59,sqam,solo-instrument,flac -5 -j1,1,0.032872584,1916291,1907951,5115600,2,44100
sqam/60,sqam,solo-instrument,vinyl -j1,1,0.325875125,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,vinyl -j2,2,0.166767583,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,vinyl -j4,4,0.087101834,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,vinyl -j8,8,0.049694208,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,vinyl decode -j1,1,0.233038333,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,vinyl decode -j2,2,0.120806916,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,vinyl decode -j4,4,0.065302375,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,vinyl decode -j8,8,0.040322875,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,flac decode -j1,1,0.057705833,3769691,3769649,16228800,2,44100
sqam/60,sqam,solo-instrument,flac -8 -j1,1,0.200099291,3476410,3467944,16228800,2,44100
sqam/60,sqam,solo-instrument,flac -8 -j2,2,0.103651791,3476410,3467944,16228800,2,44100
sqam/60,sqam,solo-instrument,flac -8 -j4,4,0.055093417,3476410,3467944,16228800,2,44100
sqam/60,sqam,solo-instrument,flac -8 -j8,8,0.032567584,3476410,3467944,16228800,2,44100
sqam/60,sqam,solo-instrument,flac -5 -j1,1,0.096601875,3499136,3490670,16228800,2,44100
sqam/61,sqam,vocal-orchestra,vinyl -j1,1,0.724094833,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,vinyl -j2,2,0.364032834,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,vinyl -j4,4,0.190184125,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,vinyl -j8,8,0.106474167,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,vinyl decode -j1,1,0.5051975,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,vinyl decode -j2,2,0.259164,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,vinyl decode -j4,4,0.137830125,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,vinyl decode -j8,8,0.083390708,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,flac decode -j1,1,0.124286083,13309101,13309059,31575600,2,44100
sqam/61,sqam,vocal-orchestra,flac -8 -j1,1,0.429775042,12556189,12547579,31575600,2,44100
sqam/61,sqam,vocal-orchestra,flac -8 -j2,2,0.218895166,12556189,12547579,31575600,2,44100
sqam/61,sqam,vocal-orchestra,flac -8 -j4,4,0.113223208,12556189,12547579,31575600,2,44100
sqam/61,sqam,vocal-orchestra,flac -8 -j8,8,0.065205417,12556189,12547579,31575600,2,44100
sqam/61,sqam,vocal-orchestra,flac -5 -j1,1,0.199427375,12649338,12640728,31575600,2,44100
sqam/62,sqam,vocal-orchestra,vinyl -j1,1,0.118169666,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,vinyl -j2,2,0.060569208,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,vinyl -j4,4,0.033227459,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,vinyl -j8,8,0.020064542,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,vinyl decode -j1,1,0.0836655,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,vinyl decode -j2,2,0.04476225,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,vinyl decode -j4,4,0.025695792,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,vinyl decode -j8,8,0.017206958,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,flac decode -j1,1,0.023214375,1738114,1738072,5468400,2,44100
sqam/62,sqam,vocal-orchestra,flac -8 -j1,1,0.070770333,1614883,1606525,5468400,2,44100
sqam/62,sqam,vocal-orchestra,flac -8 -j2,2,0.038440625,1614883,1606525,5468400,2,44100
sqam/62,sqam,vocal-orchestra,flac -8 -j4,4,0.021507959,1614883,1606525,5468400,2,44100
sqam/62,sqam,vocal-orchestra,flac -8 -j8,8,0.013979041,1614883,1606525,5468400,2,44100
sqam/62,sqam,vocal-orchestra,flac -5 -j1,1,0.035169208,1638956,1630598,5468400,2,44100
sqam/63,sqam,vocal-orchestra,vinyl -j1,1,0.22659975,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,vinyl -j2,2,0.115314791,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,vinyl -j4,4,0.061186292,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,vinyl -j8,8,0.035446834,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,vinyl decode -j1,1,0.162404792,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,vinyl decode -j2,2,0.083569708,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,vinyl decode -j4,4,0.045877458,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,vinyl decode -j8,8,0.028885,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,flac decode -j1,1,0.0407285,4071232,4071190,10054800,2,44100
sqam/63,sqam,vocal-orchestra,flac -8 -j1,1,0.134906375,3855219,3846825,10054800,2,44100
sqam/63,sqam,vocal-orchestra,flac -8 -j2,2,0.071039083,3855219,3846825,10054800,2,44100
sqam/63,sqam,vocal-orchestra,flac -8 -j4,4,0.037545875,3855219,3846825,10054800,2,44100
sqam/63,sqam,vocal-orchestra,flac -8 -j8,8,0.023846958,3855219,3846825,10054800,2,44100
sqam/63,sqam,vocal-orchestra,flac -5 -j1,1,0.064566,3888608,3880214,10054800,2,44100
sqam/64,sqam,vocal-orchestra,vinyl -j1,1,0.122743875,2792000,2791958,5468400,2,44100
